attendee_id,direction,trip_option,leg1_mode,leg1_length,leg1_duration,leg2_mode,leg2_length,leg2_duration,leg3_mode,leg3_length,leg3_duration,leg4_mode,leg4_length,leg4_duration,total_duration,total_length,leg5_mode,leg5_length,leg5_duration,leg6_mode,leg6_length,leg6_duration,leg7_mode,leg7_length,leg7_duration,leg8_mode,leg8_length,leg8_duration,leg9_mode,leg9_length,leg9_duration,leg10_mode,leg10_length,leg10_duration,leg11_mode,leg11_length,leg11_duration,leg12_mode,leg12_length,leg12_duration,leg13_mode,leg13_length,leg13_duration,leg1_carbon,leg2_carbon,leg3_carbon,leg4_carbon,leg5_carbon,leg6_carbon,leg7_carbon,leg8_carbon,leg9_carbon,leg10_carbon,leg11_carbon,leg12_carbon,leg13_carbon,calculated_total_carbon_footprint,leg1_cost,leg2_cost,leg3_cost,leg4_cost,leg5_cost,leg6_cost,leg7_cost,leg8_cost,leg9_cost,leg10_cost,leg11_cost,leg12_cost,leg13_cost,calculated_total_cost
A00027,ret,1,CAR,149.46007999999998,102.63333333333334,,,,,,,,,,102.63333333333334,149.46007999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,28696.335359999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28696.335359999997,63.52053399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.52053399999999
A00028,ret,1,BICYCLE,23.9441,84.03333333333333,,,,,,,,,,84.03333333333333,23.9441,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00030,ret,1,CAR,106.73999,76.33333333333333,,,,,,,,,,76.33333333333333,106.73999,,,,,,,,,,,,,,,,,,,,,,,,,,,,20494.07808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20494.07808,45.36449575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.36449575
A00031,ret,1,BICYCLE,27.200680000000002,99.01666666666667,,,,,,,,,,99.01666666666667,27.200680000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00032,ret,1,WALK,3.84856,49.483333333333334,,,,,,,,,,49.483333333333334,3.84856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00033,ret,1,CAR,110.53508000000001,78.63333333333334,,,,,,,,,,78.63333333333334,110.53508000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,21222.735360000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21222.735360000002,46.977409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.977409
A00034,ret,1,BICYCLE,24.008029999999998,84.03333333333333,,,,,,,,,,84.03333333333333,24.008029999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00035,ret,1,WALK,5.89609,75.88333333333334,,,,,,,,,,75.88333333333334,5.89609,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00036,ret,1,BICYCLE,16.27476,60.13333333333333,,,,,,,,,,60.13333333333333,16.27476,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00037,ret,1,WALK,13.7183,175.56666666666666,,,,,,,,,,175.56666666666666,13.7183,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00038,ret,1,WALK,13.39448,170.13333333333333,,,,,,,,,,170.13333333333333,13.39448,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00039,ret,1,CAR,159.3341,103.81666666666666,,,,,,,,,,103.81666666666666,159.3341,,,,,,,,,,,,,,,,,,,,,,,,,,,,30592.1472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30592.1472,67.7169925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.7169925
A00040,ret,1,BICYCLE,25.71157,91.08333333333333,,,,,,,,,,91.08333333333333,25.71157,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00042,ret,1,BICYCLE,18.52702,67.33333333333333,,,,,,,,,,67.33333333333333,18.52702,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00043,ret,1,WALK,1.7692999999999999,22.8,BUS,9.71358,21.0,WALK,0.18037,2.55,RAIL,107.52636,69.0,169.16666666666666,136.79471,RAIL,14.37893,12.0,WALK,3.22617,41.81666666666667,,,,,,,,,,,,,,,,,,,,,,0.0,1019.9259000000001,0.0,4408.58076,589.5361300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6018.04279,0.0,1.942716,0.0,16.128954,2.1568395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2285095
A00046,ret,1,WALK,5.29686,67.2,,,,,,,,,,67.2,5.29686,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00047,ret,1,WALK,6.08002,77.31666666666666,,,,,,,,,,77.31666666666666,6.08002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00048,ret,1,WALK,11.515780000000001,148.01666666666668,,,,,,,,,,148.01666666666668,11.515780000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00049,ret,1,WALK,12.01332,154.16666666666666,,,,,,,,,,154.16666666666666,12.01332,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00050,ret,1,BICYCLE,30.17641,105.75,,,,,,,,,,105.75,30.17641,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00051,ret,1,WALK,6.91067,88.4,,,,,,,,,,88.4,6.91067,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00052,ret,1,WALK,2.53727,32.983333333333334,BUS,7.9465,21.0,WALK,0.18037,2.55,RAIL,80.00296,46.0,265.96666666666664,285.0005,WALK,0.17661000000000002,2.683333333333333,RAIL,87.86362,49.0,WALK,0.21542,3.3833333333333333,RAIL,75.00341,53.0,WALK,0.15242,2.316666666666667,BUS,20.194200000000002,16.0,WALK,0.07157,1.1333333333333333,BUS,8.767520000000001,12.0,WALK,1.88863,23.916666666666668,0.0,834.3825,0.0,3280.12136,0.0,3602.4084199999998,0.0,3075.13981,0.0,2120.391,0.0,920.5896000000001,0.0,13833.032689999998,0.0,1.5893000000000002,0.0,12.000444,0.0,13.179542999999999,0.0,11.2505115,0.0,4.03884,0.0,1.7535040000000004,0.0,43.8121425
A00053,ret,1,WALK,1.7692999999999999,22.8,BUS,9.71358,21.0,WALK,0.18037,2.55,RAIL,113.71001,67.0,165.01666666666665,154.8182,WALK,0.15663999999999997,2.566666666666667,BUS,28.25395,35.86666666666667,WALK,1.0343499999999999,13.233333333333333,,,,,,,,,,,,,,,,,,,0.0,1019.9259000000001,0.0,4662.11041,0.0,2966.66475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8648.70106,0.0,1.942716,0.0,17.0565015,0.0,5.650790000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6500075
A00054,ret,1,BICYCLE,22.702360000000002,81.86666666666666,,,,,,,,,,81.86666666666666,22.702360000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00055,ret,1,WALK,11.07705,142.48333333333332,,,,,,,,,,142.48333333333332,11.07705,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00056,ret,1,WALK,6.997739999999999,89.75,,,,,,,,,,89.75,6.997739999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00057,ret,1,WALK,2.16248,28.066666666666666,,,,,,,,,,28.066666666666666,2.16248,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
